16:01:07.226 [main] DEBUG	appLog: Program start
16:01:08.737 [main] DEBUG	o.h.c.Settings: Default entity-mode: pojo
16:01:08.737 [main] DEBUG	o.h.c.Settings: Check Nullability in Core (should be disabled when Bean Validation is on): enabled
16:01:08.737 [main] DEBUG	o.h.c.Settings: Allow initialization of lazy state outside session : disabled
16:01:08.737 [main] DEBUG	o.h.c.Settings: Using BatchFetchStyle : LEGACY
16:01:08.737 [main] DEBUG	o.h.c.Settings: Default batch fetch size: -1
16:01:08.737 [main] DEBUG	o.h.c.Settings: Maximum outer join fetch depth: 2
16:01:08.737 [main] DEBUG	o.h.c.Settings: Default null ordering: NONE
16:01:08.737 [main] DEBUG	o.h.c.Settings: Order SQL updates by primary key: disabled
16:01:08.738 [main] DEBUG	o.h.c.Settings: Order SQL inserts for batching: disabled
16:01:08.738 [main] DEBUG	o.h.c.Settings: multi-tenancy strategy : NONE
16:01:08.738 [main] DEBUG	o.h.c.Settings: JTA Track by Thread: enabled
16:01:08.738 [main] DEBUG	o.h.c.Settings: Query language substitutions: {}
16:01:08.738 [main] DEBUG	o.h.c.Settings: Named query checking : enabled
16:01:08.738 [main] DEBUG	o.h.c.Settings: Second-level cache: disabled
16:01:08.738 [main] DEBUG	o.h.c.Settings: Second-level query cache: disabled
16:01:08.738 [main] DEBUG	o.h.c.Settings: Second-level query cache factory: null
16:01:08.738 [main] DEBUG	o.h.c.Settings: Second-level cache region prefix: null
16:01:08.738 [main] DEBUG	o.h.c.Settings: Optimize second-level cache for minimal puts: disabled
16:01:08.738 [main] DEBUG	o.h.c.Settings: Structured second-level cache entries: disabled
16:01:08.738 [main] DEBUG	o.h.c.Settings: Second-level cache direct-reference entries: disabled
16:01:08.738 [main] DEBUG	o.h.c.Settings: Automatic eviction of collection cache: disabled
16:01:08.738 [main] DEBUG	o.h.c.Settings: JDBC batch size: 15
16:01:08.739 [main] DEBUG	o.h.c.Settings: JDBC batch updates for versioned data: enabled
16:01:08.739 [main] DEBUG	o.h.c.Settings: Scrollable result sets: enabled
16:01:08.739 [main] DEBUG	o.h.c.Settings: Wrap result sets: disabled
16:01:08.739 [main] DEBUG	o.h.c.Settings: JDBC3 getGeneratedKeys(): enabled
16:01:08.739 [main] DEBUG	o.h.c.Settings: JDBC result set fetch size: null
16:01:08.739 [main] DEBUG	o.h.c.Settings: Connection release mode: AFTER_TRANSACTION
16:01:08.739 [main] DEBUG	o.h.c.Settings: Generate SQL with comments: disabled
16:01:08.739 [main] DEBUG	o.h.c.Settings: JPA compliance - query : disabled
16:01:08.739 [main] DEBUG	o.h.c.Settings: JPA compliance - closed-handling : disabled
16:01:08.739 [main] DEBUG	o.h.c.Settings: JPA compliance - lists : disabled
16:01:08.739 [main] DEBUG	o.h.c.Settings: JPA compliance - transactions : disabled
16:01:08.739 [main] TRACE	o.h.s.i.AbstractServiceRegistryImpl: Initializing service [role=org.hibernate.service.spi.SessionFactoryServiceRegistryFactory]
16:01:08.746 [main] TRACE	o.h.s.i.AbstractServiceRegistryImpl: Initializing service [role=org.hibernate.event.service.spi.EventListenerRegistry]
16:01:08.782 [main] TRACE	o.h.s.i.AbstractServiceRegistryImpl: Initializing service [role=org.hibernate.resource.beans.spi.ManagedBeanRegistry]
16:01:08.792 [main] DEBUG	o.h.t.EnumType: Using NAMED-based conversion for Enum enums.CourseType
16:01:08.793 [main] TRACE	o.h.s.i.AbstractServiceRegistryImpl: Initializing service [role=org.hibernate.cache.spi.CacheImplementor]
16:01:08.803 [main] DEBUG	o.h.i.SessionFactoryImpl: Session factory constructed with filter configurations : {}
16:01:08.804 [main] DEBUG	o.h.i.SessionFactoryImpl: Instantiating session factory with properties: {dialect=org.hibernate.dialect.MySQL5Dialect, java.specification.version=13, sun.jnu.encoding=UTF-8, hibernate.dialect=org.hibernate.dialect.MySQL5Dialect, java.class.path=/Users/evteev/Documents/Code/Java/Skillbox/java_basics/10_SQLAndHibernate/10-02-JDBCExperiments/target/classes:/Users/evteev/.m2/repository/mysql/mysql-connector-java/8.0.19/mysql-connector-java-8.0.19.jar:/Users/evteev/.m2/repository/com/google/protobuf/protobuf-java/3.6.1/protobuf-java-3.6.1.jar:/Users/evteev/.m2/repository/org/hibernate/hibernate-core/5.4.12.Final/hibernate-core-5.4.12.Final.jar:/Users/evteev/.m2/repository/org/jboss/logging/jboss-logging/3.3.2.Final/jboss-logging-3.3.2.Final.jar:/Users/evteev/.m2/repository/javax/persistence/javax.persistence-api/2.2/javax.persistence-api-2.2.jar:/Users/evteev/.m2/repository/org/javassist/javassist/3.24.0-GA/javassist-3.24.0-GA.jar:/Users/evteev/.m2/repository/net/bytebuddy/byte-buddy/1.10.7/byte-buddy-1.10.7.jar:/Users/evteev/.m2/repository/antlr/antlr/2.7.7/antlr-2.7.7.jar:/Users/evteev/.m2/repository/org/jboss/spec/javax/transaction/jboss-transaction-api_1.2_spec/1.1.1.Final/jboss-transaction-api_1.2_spec-1.1.1.Final.jar:/Users/evteev/.m2/repository/org/jboss/jandex/2.1.1.Final/jandex-2.1.1.Final.jar:/Users/evteev/.m2/repository/com/fasterxml/classmate/1.5.1/classmate-1.5.1.jar:/Users/evteev/.m2/repository/javax/activation/javax.activation-api/1.2.0/javax.activation-api-1.2.0.jar:/Users/evteev/.m2/repository/org/dom4j/dom4j/2.1.1/dom4j-2.1.1.jar:/Users/evteev/.m2/repository/org/hibernate/common/hibernate-commons-annotations/5.1.0.Final/hibernate-commons-annotations-5.1.0.Final.jar:/Users/evteev/.m2/repository/javax/xml/bind/jaxb-api/2.3.1/jaxb-api-2.3.1.jar:/Users/evteev/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.1/jaxb-runtime-2.3.1.jar:/Users/evteev/.m2/repository/org/glassfish/jaxb/txw2/2.3.1/txw2-2.3.1.jar:/Users/evteev/.m2/repository/com/sun/istack/istack-commons-runtime/3.0.7/istack-commons-runtime-3.0.7.jar:/Users/evteev/.m2/repository/org/jvnet/staxex/stax-ex/1.8/stax-ex-1.8.jar:/Users/evteev/.m2/repository/com/sun/xml/fastinfoset/FastInfoset/1.2.15/FastInfoset-1.2.15.jar:/Users/evteev/.m2/repository/org/apache/logging/log4j/log4j-core/2.13.1/log4j-core-2.13.1.jar:/Users/evteev/.m2/repository/org/apache/logging/log4j/log4j-api/2.13.1/log4j-api-2.13.1.jar, java.vm.vendor=Oracle Corporation, sun.arch.data.model=64, hbm2ddl.auto=validate, java.vendor.url=https://java.oracle.com/, user.timezone=Europe/Moscow, java.vm.specification.version=13, os.name=Mac OS X, current_session_context_class=thread, sun.java.launcher=SUN_STANDARD, user.country=RU, sun.boot.library.path=/Library/Java/JavaVirtualMachines/jdk-13.jdk/Contents/Home/lib, sun.java.command=Main, http.nonProxyHosts=local|*.local|169.254/16|*.169.254/16, jdk.debug=release, sun.cpu.endian=little, user.home=/Users/evteev, user.language=ru, java.specification.vendor=Oracle Corporation, java.version.date=2019-09-17, java.home=/Library/Java/JavaVirtualMachines/jdk-13.jdk/Contents/Home, file.separator=/, java.vm.compressedOopsMode=Zero based, line.separator=
, java.vm.specification.vendor=Oracle Corporation, java.specification.name=Java Platform API Specification, hibernate.hbm2ddl.auto=validate, connection.password=password, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, ftp.nonProxyHosts=local|*.local|169.254/16|*.169.254/16, java.runtime.version=13+33, user.name=evteev, path.separator=:, hibernate.connection.username=****, os.version=10.15.4, java.runtime.name=Java(TM) SE Runtime Environment, hibernate.connection.url=jdbc:mysql://localhost:3306/skillbox?useSSL=false&allowPublicKeyRetrieval=true&serverTimezone=Europe/Moscow, connection.pool_size=10, file.encoding=UTF-8, java.vm.name=Java HotSpot(TM) 64-Bit Server VM, hibernate.show_sql=false, hibernate.current_session_context_class=thread, hibernate.connection.driver_class=com.mysql.cj.jdbc.Driver, java.vendor.url.bug=https://bugreport.java.com/bugreport/, java.io.tmpdir=/var/folders/sy/g6kjghjn18q5mr6fz2z_srrh0000gn/T/, java.version=13, user.dir=/Users/evteev/Documents/Code/Java/Skillbox/java_basics/10_SQLAndHibernate/10-02-JDBCExperiments, os.arch=x86_64, connection.username=root, java.vm.specification.name=Java Virtual Machine Specification, hibernate.connection.password=****, connection.driver_class=com.mysql.cj.jdbc.Driver, hibernate.boot.CfgXmlAccessService.key=org.hibernate.boot.cfgxml.spi.LoadedConfig@1bc0d349, java.library.path=/Users/evteev/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:., java.vendor=Oracle Corporation, java.vm.info=mixed mode, sharing, java.vm.version=13+33, hibernate.bytecode.use_reflection_optimizer=false, sun.io.unicode.encoding=UnicodeBig, hibernate.connection.pool_size=10, connection.url=jdbc:mysql://localhost:3306/skillbox?useSSL=false&allowPublicKeyRetrieval=true&serverTimezone=Europe/Moscow, socksNonProxyHosts=local|*.local|169.254/16|*.169.254/16, java.class.version=57.0}
16:01:08.809 [main] TRACE	o.h.s.i.AbstractServiceRegistryImpl: Initializing service [role=org.hibernate.engine.query.spi.NativeQueryInterpreter]
16:01:08.816 [main] DEBUG	o.h.s.s.JaccIntegrator: Skipping JACC integration as it was not enabled
16:01:08.817 [main] DEBUG	o.h.i.SessionFactoryImpl: Instantiated session factory
16:01:08.817 [main] DEBUG	o.h.t.s.TypeConfiguration$Scope: Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@7baf6acf] to SessionFactoryImpl [org.hibernate.internal.SessionFactoryImpl@65bdd558]
16:01:08.833 [main] TRACE	o.h.s.i.AbstractServiceRegistryImpl: Initializing service [role=org.hibernate.persister.spi.PersisterFactory]
16:01:08.836 [main] TRACE	o.h.s.i.AbstractServiceRegistryImpl: Initializing service [role=org.hibernate.persister.spi.PersisterClassResolver]
16:01:08.857 [main] TRACE	o.h.s.i.AbstractServiceRegistryImpl: Initializing service [role=org.hibernate.property.access.spi.PropertyAccessStrategyResolver]
16:01:08.861 [main] DEBUG	o.h.b.i.ClassLoaderAccessImpl: Not known whether passed class name [entities.Teacher] is safe
16:01:08.861 [main] DEBUG	o.h.b.i.ClassLoaderAccessImpl: No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : entities.Teacher
16:01:08.875 [main] DEBUG	o.h.b.i.ClassLoaderAccessImpl: Not known whether passed class name [entities.Teacher] is safe
16:01:08.875 [main] DEBUG	o.h.b.i.ClassLoaderAccessImpl: No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : entities.Teacher
16:01:08.879 [main] TRACE	o.h.s.i.AbstractServiceRegistryImpl: Initializing service [role=org.hibernate.bytecode.spi.ProxyFactoryFactory]
16:01:09.074 [main] TRACE	o.h.p.e.AbstractPropertyMapping: Skipping duplicate registration of path [age], existing type = [org.hibernate.type.IntegerType@1e11bc55], incoming type = [org.hibernate.type.IntegerType@1e11bc55]
16:01:09.074 [main] TRACE	o.h.p.e.AbstractPropertyMapping: Skipping duplicate registration of path [courses], existing type = [org.hibernate.type.BagType(entities.Teacher.courses)], incoming type = [org.hibernate.type.BagType(entities.Teacher.courses)]
16:01:09.074 [main] TRACE	o.h.p.e.AbstractPropertyMapping: Skipping duplicate registration of path [name], existing type = [org.hibernate.type.StringType@70eecdc2], incoming type = [org.hibernate.type.StringType@70eecdc2]
16:01:09.074 [main] TRACE	o.h.p.e.AbstractPropertyMapping: Skipping duplicate registration of path [salary], existing type = [org.hibernate.type.IntegerType@1e11bc55], incoming type = [org.hibernate.type.IntegerType@1e11bc55]
16:01:09.074 [main] TRACE	o.h.p.e.AbstractPropertyMapping: Skipping duplicate registration of path [id], existing type = [org.hibernate.type.IntegerType@1e11bc55], incoming type = [org.hibernate.type.IntegerType@1e11bc55]
16:01:09.075 [main] DEBUG	o.h.b.i.ClassLoaderAccessImpl: Not known whether passed class name [entities.Student] is safe
16:01:09.075 [main] DEBUG	o.h.b.i.ClassLoaderAccessImpl: No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : entities.Student
16:01:09.075 [main] DEBUG	o.h.b.i.ClassLoaderAccessImpl: Not known whether passed class name [entities.Student] is safe
16:01:09.075 [main] DEBUG	o.h.b.i.ClassLoaderAccessImpl: No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : entities.Student
16:01:09.095 [main] TRACE	o.h.p.e.AbstractPropertyMapping: Skipping duplicate registration of path [age], existing type = [org.hibernate.type.IntegerType@1e11bc55], incoming type = [org.hibernate.type.IntegerType@1e11bc55]
16:01:09.096 [main] TRACE	o.h.p.e.AbstractPropertyMapping: Skipping duplicate registration of path [courses], existing type = [org.hibernate.type.BagType(entities.Student.courses)], incoming type = [org.hibernate.type.BagType(entities.Student.courses)]
16:01:09.097 [main] TRACE	o.h.p.e.AbstractPropertyMapping: Skipping duplicate registration of path [name], existing type = [org.hibernate.type.StringType@70eecdc2], incoming type = [org.hibernate.type.StringType@70eecdc2]
16:01:09.097 [main] TRACE	o.h.p.e.AbstractPropertyMapping: Skipping duplicate registration of path [registrationDate], existing type = [org.hibernate.type.TimestampType@3a7b503d], incoming type = [org.hibernate.type.TimestampType@3a7b503d]
16:01:09.097 [main] TRACE	o.h.p.e.AbstractPropertyMapping: Skipping duplicate registration of path [id], existing type = [org.hibernate.type.IntegerType@1e11bc55], incoming type = [org.hibernate.type.IntegerType@1e11bc55]
16:01:09.097 [main] DEBUG	o.h.b.i.ClassLoaderAccessImpl: Not known whether passed class name [entities.Course] is safe
16:01:09.097 [main] DEBUG	o.h.b.i.ClassLoaderAccessImpl: No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : entities.Course
16:01:09.098 [main] DEBUG	o.h.t.EnumType: Using NAMED-based conversion for Enum enums.CourseType
16:01:09.098 [main] DEBUG	o.h.t.EnumType: Using NAMED-based conversion for Enum enums.CourseType
16:01:09.098 [main] DEBUG	o.h.b.i.ClassLoaderAccessImpl: Not known whether passed class name [entities.Course] is safe
16:01:09.098 [main] DEBUG	o.h.b.i.ClassLoaderAccessImpl: No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : entities.Course
16:01:09.123 [main] DEBUG	o.h.t.EnumType: Using NAMED-based conversion for Enum enums.CourseType
16:01:09.124 [main] DEBUG	o.h.t.EnumType: Using NAMED-based conversion for Enum enums.CourseType
16:01:09.124 [main] TRACE	o.h.p.e.AbstractPropertyMapping: Skipping duplicate registration of path [teacher.id], existing type = [org.hibernate.type.IntegerType@1e11bc55], incoming type = [org.hibernate.type.IntegerType@1e11bc55]
16:01:09.124 [main] TRACE	o.h.p.e.AbstractPropertyMapping: Skipping duplicate registration of path [description], existing type = [org.hibernate.type.StringType@70eecdc2], incoming type = [org.hibernate.type.StringType@70eecdc2]
16:01:09.124 [main] TRACE	o.h.p.e.AbstractPropertyMapping: Skipping duplicate registration of path [duration], existing type = [org.hibernate.type.IntegerType@1e11bc55], incoming type = [org.hibernate.type.IntegerType@1e11bc55]
16:01:09.124 [main] TRACE	o.h.p.e.AbstractPropertyMapping: Skipping duplicate registration of path [name], existing type = [org.hibernate.type.StringType@70eecdc2], incoming type = [org.hibernate.type.StringType@70eecdc2]
16:01:09.124 [main] TRACE	o.h.p.e.AbstractPropertyMapping: Skipping duplicate registration of path [price], existing type = [org.hibernate.type.IntegerType@1e11bc55], incoming type = [org.hibernate.type.IntegerType@1e11bc55]
16:01:09.124 [main] TRACE	o.h.p.e.AbstractPropertyMapping: Skipping duplicate registration of path [pricePerHour], existing type = [org.hibernate.type.FloatType@1734f68], incoming type = [org.hibernate.type.FloatType@1734f68]
16:01:09.124 [main] TRACE	o.h.p.e.AbstractPropertyMapping: Skipping duplicate registration of path [students], existing type = [org.hibernate.type.BagType(entities.Course.students)], incoming type = [org.hibernate.type.BagType(entities.Course.students)]
16:01:09.125 [main] TRACE	o.h.p.e.AbstractPropertyMapping: Skipping duplicate registration of path [studentsCount], existing type = [org.hibernate.type.IntegerType@1e11bc55], incoming type = [org.hibernate.type.IntegerType@1e11bc55]
16:01:09.125 [main] TRACE	o.h.p.e.AbstractPropertyMapping: Skipping duplicate registration of path [teacher], existing type = [org.hibernate.type.ManyToOneType(entities.Teacher)], incoming type = [org.hibernate.type.ManyToOneType(entities.Teacher)]
16:01:09.125 [main] TRACE	o.h.p.e.AbstractPropertyMapping: Skipping duplicate registration of path [teacher.id], existing type = [org.hibernate.type.IntegerType@1e11bc55], incoming type = [org.hibernate.type.IntegerType@1e11bc55]
16:01:09.125 [main] TRACE	o.h.p.e.AbstractPropertyMapping: Skipping duplicate registration of path [teacher.id], existing type = [org.hibernate.type.IntegerType@1e11bc55], incoming type = [org.hibernate.type.IntegerType@1e11bc55]
16:01:09.125 [main] TRACE	o.h.p.e.AbstractPropertyMapping: Skipping duplicate registration of path [type], existing type = [org.hibernate.type.CustomType@5584d9c6], incoming type = [org.hibernate.type.CustomType@5584d9c6]
16:01:09.125 [main] TRACE	o.h.p.e.AbstractPropertyMapping: Skipping duplicate registration of path [id], existing type = [org.hibernate.type.IntegerType@1e11bc55], incoming type = [org.hibernate.type.IntegerType@1e11bc55]
16:01:09.132 [main] DEBUG	o.h.p.c.AbstractCollectionPersister: Static SQL for collection: entities.Teacher.courses
16:01:09.132 [main] DEBUG	o.h.p.c.AbstractCollectionPersister:  Row insert: update Courses set teacher_id=? where id=?
16:01:09.132 [main] DEBUG	o.h.p.c.AbstractCollectionPersister:  Row update: update Courses set  where id=?
16:01:09.132 [main] DEBUG	o.h.p.c.AbstractCollectionPersister:  Row delete: update Courses set teacher_id=null where teacher_id=? and id=?
16:01:09.132 [main] DEBUG	o.h.p.c.AbstractCollectionPersister:  One-shot delete: update Courses set teacher_id=null where teacher_id=?
16:01:09.134 [main] DEBUG	o.h.p.c.AbstractCollectionPersister: Static SQL for collection: entities.Student.courses
16:01:09.134 [main] DEBUG	o.h.p.c.AbstractCollectionPersister:  Row insert: insert into Subscriptions (student_id, course_id) values (?, ?)
16:01:09.134 [main] DEBUG	o.h.p.c.AbstractCollectionPersister:  Row update: update Subscriptions set course_id=? where student_id=? and course_id=?
16:01:09.134 [main] DEBUG	o.h.p.c.AbstractCollectionPersister:  Row delete: delete from Subscriptions where student_id=? and course_id=?
16:01:09.134 [main] DEBUG	o.h.p.c.AbstractCollectionPersister:  One-shot delete: delete from Subscriptions where student_id=?
16:01:09.135 [main] DEBUG	o.h.p.c.AbstractCollectionPersister: Static SQL for collection: entities.Course.students
16:01:09.135 [main] DEBUG	o.h.p.c.AbstractCollectionPersister:  Row insert: insert into Subscriptions (course_id, student_id) values (?, ?)
16:01:09.135 [main] DEBUG	o.h.p.c.AbstractCollectionPersister:  Row update: update Subscriptions set student_id=? where course_id=? and student_id=?
